,STT,Hạng mục,Xếp hạng,Username,Tổng điểmhoặc xử lý,Quà tặng,date
30,31,,,phamthanh83706,,Bộ quà + thẻ 50k,03-2022
31,32,,,linhhuongnguyen2006,,Bộ quà + thẻ 50k,03-2022
32,33,,,VanAnhk7,,Bộ quà + thẻ 50k,03-2022
33,34,,,chaeyoung123,,Bộ quà + thẻ 50k,03-2022
34,35,,,DnggAnn,,Bộ quà + thẻ 50k,03-2022
35,36,,,NguyenNgocVan9a1,,Bộ quà + thẻ 50k,03-2022
36,37,,,taomao331,,Bộ quà + thẻ 50k,03-2022
37,38,,,letranquynhtrang,,Bộ quà + thẻ 50k,03-2022
38,39,,,mymtnguyen1,,Bộ quà + thẻ 50k,03-2022
39,40,,,KhanhhLinhh07,,Bộ quà + thẻ 50k,03-2022
40,41,,,anpham181109,,Bộ quà + thẻ 50k,03-2022
41,42,,,MajiroSano,,Bộ quà + thẻ 50k,03-2022
42,43,,,meosimm4905k,,Bộ quà + thẻ 50k,03-2022
43,44,,,thoconthongminh,,Bộ quà + thẻ 50k,03-2022
44,45,,,chibana,,Bộ quà + thẻ 50k,03-2022
45,46,,,trilecongtri,,Bộ quà + thẻ 50k,03-2022
46,47,,,thanhnhan2007,,Bộ quà + thẻ 50k,03-2022
47,-,,,,,,03-2022
48,48,,,yanquinnkhongcoten,,Bộ quà + thẻ 50k,03-2022
49,49,,,baonamok114,,Bộ quà + thẻ 50k,03-2022
50,50,,,buikhanhchi237,,Bộ quà + thẻ 50k,03-2022
51,51,,,nghialemaiminh,,Bộ quà + thẻ 50k,03-2022
52,52,,,maianhle373,,Bộ quà + thẻ 50k,03-2022
53,53,,,chutuenhi114,,Bộ quà + thẻ 50k,03-2022
54,54,,,MayLee,,Bộ quà + thẻ 50k,03-2022
55,55,,,Thanh4356,,Bộ quà + thẻ 50k,03-2022
56,-,,,,,,03-2022
57,56,,,chutuenhi114,,Thẻ 50k + chứng nhận,03-2022
58,57,,,kocogidaunha,,Bộ quà + thẻ 50k,03-2022
59,58,,,Romalssi,,Bộ quà + thẻ 50k,03-2022
60,59,,,helik8,,Bộ quà + thẻ 50k,03-2022
61,60,,,nhatkt2007,,Bộ quà + thẻ 50k,03-2022
62,61,,,FreeDeLaHoya,,Bộ quà + thẻ 50k,03-2022
63,62,,,gane404,,Bộ quà + thẻ 50k,03-2022
64,63,,,filliallpiety,,Bộ quà + thẻ 50k,03-2022
65,64,,,Abaddon,,Bộ quà + thẻ 50k,03-2022
66,65,,,hoangviet2007,,Bộ quà + thẻ 50k,03-2022
67,66,,,phuonganh260409,,Bộ quà + thẻ 50k,03-2022
68,67,,,lamngocanh8061,,Bộ quà + thẻ 100k + chứng nhận,03-2022
69,68,,,Dorris,,Bộ quà + thẻ 50k,03-2022
70,69,,,thaohiennhuthang07,,Bộ quà + thẻ 50k,03-2022
71,70,,,kisibongdem,,Bộ quà + thẻ 50k,03-2022
72,71,,,letranquynhtrang,,Bộ quà + thẻ 50k,03-2022
73,72,,,weeihan,,Bộ quà + thẻ 50k,03-2022
74,73,,,nguyenthihongngocngoc,,Bộ quà + thẻ 50k,03-2022
75,74,,,ngocanh8a2hq,,Bộ quà + thẻ 50k,03-2022
76,75,,,chiukiuxiu,,Bộ quà + thẻ 50k,03-2022
77,76,,,nguyenvanquochieu,,Bộ quà + thẻ 50k,03-2022
78,77,,,tuandung269,,Bộ quà + thẻ 50k,03-2022
79,78,,,huyenndieuu10,,Bộ quà + thẻ 50k,03-2022
80,79,,,DucTrung0306,,Bộ quà + thẻ 50k,03-2022
81,80,,,phanquynhhoa,,Bộ quà + thẻ 50k,03-2022
82,81,,,Congchuahoahong,,Bộ quà + thẻ 50k,03-2022
83,82,,,White777,,Bộ quà + thẻ 50k,03-2022
84,83,,,holliwood,,Bộ quà + thẻ 50k,03-2022
85,84,,,Iruma0301,,Bộ quà + thẻ 50k,03-2022
86,85,,,NPC007,,Bộ quà + thẻ 50k,03-2022
87,86,,,yagamiakira,,Bộ quà + thẻ 50k,03-2022
88,87,,,KhanhHuyen3103,,Bộ quà + thẻ 50k,03-2022
0,1,,,StarBby1123,"22,985",Bộ quà + thẻ 100k,08-2022
1,2,,,Iruma0301,"18,610",Bộ quà + thẻ 50k,08-2022
2,3,,,Phuongfriendly,"17,290",Bộ quà + thẻ 50k,08-2022
3,4,,,DYNAMONSWORLD,"15,755",Bộ quà + thẻ 50k,08-2022
4,5,,,ntn2303,"15,500",Bộ quà + thẻ 50k,08-2022
5,6,,,VDung2008,"13,285",Bộ quà + thẻ 50k,08-2022
6,7,,,Shucutenhiulam,"12,935",Bộ quà + thẻ 50k,08-2022
7,8,,,White777,"12,785",Bộ quà + thẻ 50k,08-2022
8,9,,,Ativity,"12,385",Bộ quà + thẻ 50k,08-2022
9,10,,,Andanh070707,"11,820",Bộ quà + thẻ 50k,08-2022
10,11,,,Zashin,"11,788",Bộ quà + thẻ 50k,08-2022
11,12,,,owenly3,"10,800",Bộ quà + thẻ 50k,08-2022
12,13,,,ReiTaylor,"10,575",Bộ quà + thẻ 50k,08-2022
13,14,,,Nguthicogisai,"10,129",Bộ quà + thẻ 50k,08-2022
14,15,,,Kaitokid208,"10,027",Bộ quà + thẻ 50k,08-2022
15,16,,,pchi0802,"9,630",Bộ quà + thẻ 50k,08-2022
16,17,,,khanhly2009,"9,315",Bộ quà + thẻ 50k,08-2022
17,18,,,harryisthebest,"9,100",Bộ quà + thẻ 50k,08-2022
18,19,,,2472008,"8,860",Bộ quà + thẻ 50k,08-2022
19,20,,,trangnguyen340,"8,584",Bộ quà + thẻ 50k,08-2022
20,21,,,Chanksayhi,"8,545",Bộ quà + thẻ 50k,08-2022
21,22,,,vvv323,"10,010",Bộ quà + thẻ 50k,08-2022
22,23,,,nguyenngocminhchau97,"8,290",Bộ quà + thẻ 50k,08-2022
23,24,,,phamhoa338,"5,615",Bộ quà + thẻ 50k,08-2022
24,25,,,huylengend,"3,090",Bộ quà + thẻ 50k,08-2022
25,26,,,phatle64,"8,570",Bộ quà + thẻ 50k,08-2022
26,27,,,hunghonghot,"7,790",Bộ quà + thẻ 50k,08-2022
27,28,,,JustinaJayDHY,"7,610",Bộ quà + thẻ 50k,08-2022
28,29,,,Dominic,"6,860",Bộ quà + thẻ 50k,08-2022
29,30,,,nguyenminhbaochau46,"11,215",Bộ quà + thẻ 50k,08-2022
30,31,,,Victorier,"10,700",Bộ quà + thẻ 50k,08-2022
31,32,,,Jouska,"7,900",Bộ quà + thẻ 50k,08-2022
32,33,,,ZinnNee,"7,820",Bộ quà + thẻ 50k,08-2022
33,34,,,anhnguyenngoc823,"7,270",Bộ quà + thẻ 50k,08-2022
34,35,,,cam_cam,"7,100",Bộ quà + thẻ 50k,08-2022
35,36,,,OriannaJun,"6,535",Bộ quà + thẻ 50k,08-2022
36,37,,,khanhzi08,"5,825",Bộ quà + thẻ 50k,08-2022
37,38,,,themoonstarhk,"5,500",Bộ quà + thẻ 50k,08-2022
38,39,,,KhanhTram08,"5,465",Bộ quà + thẻ 50k,08-2022
39,40,,,FreedomWriters,"11,735",Bộ quà + thẻ 50k,08-2022
40,41,,,KiwiOvO,"9,775",Bộ quà + thẻ 50k,08-2022
41,42,,,ipadnghi,"7,055",Bộ quà + thẻ 50k,08-2022
42,43,,,hnkngan9208,"6,465",Bộ quà + thẻ 50k,08-2022
43,44,,,khanhle1,"5,895",Bộ quà + thẻ 50k,08-2022
44,45,,,chibana,"7,210",Bộ quà + thẻ 50k,08-2022
45,46,,,lamtruynguyet,"1,765",Bộ quà + thẻ 50k,08-2022
46,47,,,thanhnhan2007,"2,570",Bộ quà + thẻ 50k,08-2022
47,-,,,,,,08-2022
48,48,,,shamsiel,"4,175",Bộ quà + thẻ 50k,08-2022
49,49,,,Daoanhviet96,"1,840",Bộ quà + thẻ 50k,08-2022
50,50,,,nguyenducnhattt,"1,395",Bộ quà + thẻ 50k,08-2022
51,51,,,holliwood,"1,295",Bộ quà + thẻ 50k,08-2022
52,52,,,DotothyDaisy,"16,255",Bộ quà + thẻ 50k,08-2022
53,53,,,vudieuhang,"9,084",Bộ quà + thẻ 50k,08-2022
54,54,,,OrangeCam,"4,506",Bộ quà + thẻ 50k,08-2022
55,-,,,,,,08-2022
56,-,,,,,,08-2022
57,55,,,StarBby1123,"27,065",Thẻ 50k + chứng nhận,08-2022
58,56,,,hodienankhoa,"12,846",Bộ quà + thẻ 50k,08-2022
59,57,,,TrumMaths,"12,674",Bộ quà + thẻ 50k,08-2022
60,58,,,parkchaeyoung18,"10,494",Bộ quà + thẻ 50k,08-2022
61,59,,,HPHG347,"8,753",Bộ quà + thẻ 50k,08-2022
62,60,,,huynhanhduong12,"7,345",Bộ quà + thẻ 50k,08-2022
63,61,,,Phuongchi13,"7,216",Bộ quà + thẻ 50k,08-2022
64,62,,,trangbui116,"7,124",Bộ quà + thẻ 50k,08-2022
65,63,,,phamminhkhiem2k7,"6,416",Bộ quà + thẻ 50k,08-2022
66,64,,,Yau2k9,"6,333",Bộ quà + thẻ 50k,08-2022
67,65,,,nguyentam91,"5,478",Bộ quà + thẻ 50k,08-2022
68,66,,,anhnguyenngoc823,"14,121",Bộ quà + thẻ 100k + chứng nhận,08-2022
69,67,,,lamngocanh8061,"5,179",Bộ quà + thẻ 50k,08-2022
70,68,,,Iruma0301,"3,505",Bộ quà + thẻ 50k,08-2022
71,69,,,angnguyen779,"2,769",Bộ quà + thẻ 50k,08-2022
72,70,,,White777,"2,312",Bộ quà + thẻ 50k,08-2022
73,71,,,dtkc12110,"2,271",Bộ quà + thẻ 50k,08-2022
74,72,,,bangtann,"2,270",Bộ quà + thẻ 50k,08-2022
75,73,,,kisibongdem,"2,187",Bộ quà + thẻ 50k,08-2022
76,74,,,pchi0802,"2,149",Bộ quà + thẻ 50k,08-2022
77,75,,,lemona,"2,138",Bộ quà + thẻ 50k,08-2022
78,76,,,Professionally,"2,112",Bộ quà + thẻ 50k,08-2022
79,77,,,Armed06,"2,077",Bộ quà + thẻ 50k,08-2022
80,78,,,Baby123,"2,048",Bộ quà + thẻ 50k,08-2022
81,79,,,Apple347,"2,029",Bộ quà + thẻ 50k,08-2022
82,80,,,Olwen0703,"1,972",Bộ quà + thẻ 50k,08-2022
83,81,,,kieuyen826,"1,971",Bộ quà + thẻ 50k,08-2022
84,82,,,Dorris,"1,905",Bộ quà + thẻ 50k,08-2022
85,83,,,fairytail,"1,847",Bộ quà + thẻ 50k,08-2022
86,84,,,KhanhHuyen3103,"1,843",Bộ quà + thẻ 50k,08-2022
87,85,,,KhanhTram08,"1,824",Bộ quà + thẻ 50k,08-2022
0,1,Toán,Nhất,DYNAMONSWORLD,"13,455",Bộ quà + thẻ 100k,02-2023
1,2,Toán,Nhì,darkdarklmao123,"6,088",Bộ quà + thẻ 50k,02-2023
2,3,Toán,Ba,erik09,"5,645",Bộ quà + thẻ 50k,02-2023
3,4,Toán,4,Luonghong567,"5,350",Bộ quà + thẻ 50k,02-2023
4,5,Toán,5,2k10kaitokid,"4,970",Bộ quà + thẻ 50k,02-2023
5,6,Toán,6,toanyeuvanh,"4,925",Bộ quà + thẻ 50k,02-2023
6,7,Toán,7,ForeverishowIong,"4,860",Bộ quà + thẻ 50k,02-2023
7,8,Toán,8,Phuongfriendly,"4,735",Bộ quà + thẻ 50k,02-2023
8,9,Toán,9,chiminh0,"4,611",Bộ quà + thẻ 50k,02-2023
9,10,Toán,10,Yau2k9,"4,285",Bộ quà + thẻ 50k,02-2023
10,11,Toán,11,Romalssi,"4,235",Bộ quà + thẻ 50k,02-2023
11,12,Toán,12,duong612009,"4,165",Bộ quà + thẻ 50k,02-2023
12,13,Toán,13,nguyenchithanh0,"4,085",Bộ quà + thẻ 50k,02-2023
13,14,Toán,14,BadMood,"3,905",Bộ quà + thẻ 50k,02-2023
14,15,Toán,15,nhuy1382006,"3,885",Bộ quà + thẻ 50k,02-2023
15,16,Toán,16,mathOwO,"3,830",Bộ quà + thẻ 50k,02-2023
16,17,Toán,17,ThuyTiennCutii,"3,770",Bộ quà + thẻ 50k,02-2023
17,18,Toán,18,StarBby1123,"3,179",Bộ quà + thẻ 50k,02-2023
18,19,Toán,19,Katsuki2007,"2,880",Bộ quà + thẻ 50k,02-2023
19,20,Toán,20,Hinaka,"2,855",Bộ quà + thẻ 50k,02-2023
20,21,Toán,21,nguyengamkttt,"2,815",Bộ quà + thẻ 50k,02-2023
21,22,Lý,Nhất,Rain102,"3,420",Bộ quà + thẻ 50k,02-2023
22,23,Lý,Nhì,AurielaOvO,"2,405",Bộ quà + thẻ 50k,02-2023
23,24,Lý,Ba,vvv323,"2,300",Bộ quà + thẻ 50k,02-2023
24,25,Lý,4,nguyenngocminhchau97,"2,200",Bộ quà + thẻ 50k,02-2023
25,26,Hóa,Nhất,abcxzy,"14,070",Bộ quà + thẻ 50k,02-2023
26,27,Hóa,Nhì,trumhoahocc,"2,490",Bộ quà + thẻ 50k,02-2023
27,28,Hóa,Ba,TakahashiSatohTN,"2,400",Bộ quà + thẻ 50k,02-2023
28,29,Hóa,4,Fiammetta,"2,200",Bộ quà + thẻ 50k,02-2023
29,30,AV,Nhất,thaonguyeneakar2903,"18,075",Bộ quà + thẻ 50k,02-2023
30,31,AV,Nhì,nguyennhi2766,"13,382",Bộ quà + thẻ 50k,02-2023
31,32,AV,Ba,haniezz22,"7,790",Bộ quà + thẻ 50k,02-2023
32,33,AV,4,cremebrulee365,"3,165",Bộ quà + thẻ 50k,02-2023
33,34,AV,5,ruongojeseoho,"3,150",Bộ quà + thẻ 50k,02-2023
34,35,AV,6,hanguyen1247058,"2,650",Bộ quà + thẻ 50k,02-2023
35,36,AV,7,hodienankhoa,"2,075",Bộ quà + thẻ 50k,02-2023
36,37,AV,8,ZinnNee,"2,050",Bộ quà + thẻ 50k,02-2023
37,38,AV,9,duongnguyen3513,"1,555",Bộ quà + thẻ 50k,02-2023
38,39,AV,10,Ngandanh208,"1,480",Bộ quà + thẻ 50k,02-2023
39,40,Văn,Nhất,khoanguyen045,"3,410",Bộ quà + thẻ 50k,02-2023
40,41,Văn,Nhì,Chococo,"2,380",Bộ quà + thẻ 50k,02-2023
41,42,Văn,Ba,tuyetvu2,"2,220",Bộ quà + thẻ 50k,02-2023
42,43,Văn,4,haeyoon,"2,120",Bộ quà + thẻ 50k,02-2023
43,44,Văn,5,FreedomWriters,"2,015",Bộ quà + thẻ 50k,02-2023
44,45,Sinh,Nhất,chibana,"1,535",Bộ quà + thẻ 50k,02-2023
45,46,Sử,Nhất,lamtruynguyet,"2,000",Bộ quà + thẻ 50k,02-2023
46,47,Địa,Nhất,thomdang916,"2,850",Bộ quà + thẻ 50k,02-2023
47,48,GDCD,Nhất,Artemis189,"1,375",Bộ quà + thẻ 50k,02-2023
48,49,Tin,Nhất,hoanganhnguyen09302,"3,122",Bộ quà + thẻ 50k,02-2023
49,50,Tin,Nhì,shamsiel,"1,420",Bộ quà + thẻ 50k,02-2023
50,51,Tin,Ba,Daoanhviet96,"1,115",Bộ quà + thẻ 50k,02-2023
51,-,Công nghệ,Không ai đoạt giải,,,,02-2023
52,52,Nhạc họa,Nhất,HangFairy,"1,800",Bộ quà + thẻ 50k,02-2023
53,53,Nhạc họa,Nhì,JuuOvO,"1,760",Bộ quà + thẻ 50k,02-2023
54,54,Nhạc họa,Ba,Unnchan,"1,751",Bộ quà + thẻ 50k,02-2023
55,-,KHTN,Không ai đoạt giải,,,,02-2023
56,-,Sử & Địa,Không ai đoạt giải,,,,02-2023
57,-,Khác,Không ai đoạt giải,,,,02-2023
58,55,BĐHH,Nhất,DYNAMONSWORLD,"13,820",Thẻ 50k + chứng nhận,02-2023
59,56,BĐHH,Nhì,Anne15,"3,195",Bộ quà + thẻ 50k,02-2023
60,57,BĐHH,Ba,ChieyewCucCuk,"3,140",Bộ quà + thẻ 50k,02-2023
61,58,BĐHH,4,haylocactinhyeu,"2,553",Bộ quà + thẻ 50k,02-2023
62,59,BĐHH,5,Longhack1805,"2,433",Bộ quà + thẻ 50k,02-2023
63,60,BĐHH,6,trangnguyen8451,"2,335",Bộ quà + thẻ 50k,02-2023
64,61,BĐHH,7,nhungankorea,"2,180",Bộ quà + thẻ 50k,02-2023
65,62,BĐHH,8,khoidao5,"1,934",Bộ quà + thẻ 50k,02-2023
66,63,BĐHH,9,NaeOvO,"1,820",Bộ quà + thẻ 50k,02-2023
67,64,BĐHH,10,MaidettiniOwO,"1,800",Bộ quà + thẻ 50k,02-2023
68,65,BĐHH,11,Pngann,"1,515",Bộ quà + thẻ 50k,02-2023
69,66,Mod,Nhất,QuangUwU,"7,962",Bộ quà + thẻ 100k + chứng nhận,02-2023
70,67,Mod,Nhì,lamngocanh8061,"7,359",Bộ quà + thẻ 50k,02-2023
71,68,Mod,Ba,Phuongfriendly,"2,311",Bộ quà + thẻ 50k,02-2023
72,69,Mod,4,yagamiakira,"2,037",Bộ quà + thẻ 50k,02-2023
73,70,Mod,5,andybao2007,"1,898",Bộ quà + thẻ 50k,02-2023
74,71,Mod,6,White777,"1,825",Bộ quà + thẻ 50k,02-2023
75,72,Mod,7,dtkc12110,"1,823",Bộ quà + thẻ 50k,02-2023
76,73,Mod,8,kieuyen826,"1,802",Bộ quà + thẻ 50k,02-2023
77,74,Mod,9,DnggAnn,"1,204",Bộ quà + thẻ 50k,02-2023
78,75,Mod,10,vuongthanhy07,"1,085",Bộ quà + thẻ 50k,02-2023
79,76,Mod,11,baotienayunpa,"1,020",Bộ quà + thẻ 50k,02-2023
80,77,Mod,12,Romalssi,"1,007",Bộ quà + thẻ 50k,02-2023
0,1,,,2k10kaitokid,"15,240",Bộ quà + thẻ 100k,03-2023
1,2,,,DYNAMONSWORLD,"12,370",Bộ quà + thẻ 50k,03-2023
2,3,,,Phuongfriendly,"10,910",Bộ quà + thẻ 50k,03-2023
3,4,,,phungducanh97,"7,540",Bộ quà + thẻ 50k,03-2023
4,5,,,RonaldoDeLimaVN,"4,964",Bộ quà + thẻ 50k,03-2023
5,6,,,Hinaka,"4,590",Bộ quà + thẻ 50k,03-2023
6,7,,,duong612009,"4,590",Bộ quà + thẻ 50k,03-2023
7,8,,,Ponster208,"4,275",Bộ quà + thẻ 50k,03-2023
8,9,,,FanManchesterUnited,"4,225",Bộ quà + thẻ 50k,03-2023
9,10,,,erik09,"4,160",Bộ quà + thẻ 50k,03-2023
10,11,,,nhuy1382006,"4,040",Bộ quà + thẻ 50k,03-2023
11,12,,,lamanhoanhan2008,"3,985",Bộ quà + thẻ 50k,03-2023
12,13,,,Luonghong567,"3,565",Bộ quà + thẻ 50k,03-2023
13,14,,,chiminh0,"3,490",Bộ quà + thẻ 50k,03-2023
14,15,,,FreeDeLaHoya,"3,345",Bộ quà + thẻ 50k,03-2023
15,16,,,NEVENKEBLA,"3,015",Bộ quà + thẻ 50k,03-2023
16,17,,,Lovemath123,"2,940",Bộ quà + thẻ 50k,03-2023
17,18,,,nguyenthingocanh2k12,"2,940",Bộ quà + thẻ 50k,03-2023
18,19,,,toanyeuvanh,"2,935",Bộ quà + thẻ 50k,03-2023
19,20,,,trangnguyen8451,"2,870",Bộ quà + thẻ 50k,03-2023
20,21,,,nghaiduong,"2,855",Bộ quà + thẻ 50k,03-2023
21,22,,,AurielaOvO,"3,435",Bộ quà + thẻ 50k,03-2023
22,23,,,loan52784,"3,145",Bộ quà + thẻ 50k,03-2023
23,24,,,vvv323,"2,530",Bộ quà + thẻ 50k,03-2023
24,25,,,Rain102,"1,370",Bộ quà + thẻ 50k,03-2023
25,26,,,abcxzy,"17,655",Bộ quà + thẻ 50k,03-2023
26,27,,,ntbhann,"7,657",Bộ quà + thẻ 50k,03-2023
27,28,,,TakahashiSatohTN,"6,910",Bộ quà + thẻ 50k,03-2023
28,29,,,nguyennam94197,"4,110",Bộ quà + thẻ 50k,03-2023
29,30,,,nguyennhi2766,"13,255",Bộ quà + thẻ 50k,03-2023
30,31,,,haniezz22,"7,535",Bộ quà + thẻ 50k,03-2023
31,32,,,KevinInlervin,"5,950",Bộ quà + thẻ 50k,03-2023
32,33,,,thaonguyeneakar2903,"5,885",Bộ quà + thẻ 50k,03-2023
33,34,,,cam_cam,"5,420",Bộ quà + thẻ 50k,03-2023
34,35,,,hodienankhoa,"3,180",Bộ quà + thẻ 50k,03-2023
35,36,,,ruongojeseoho,"3,160",Bộ quà + thẻ 50k,03-2023
36,37,,,huonggiangtong,"3,088",Bộ quà + thẻ 50k,03-2023
37,38,,,hanguyen1247058,"2,840",Bộ quà + thẻ 50k,03-2023
38,39,,,RicardoTrivelaKa09,"2,640",Bộ quà + thẻ 50k,03-2023
39,40,,,FreedomWriters,"5,855",Bộ quà + thẻ 50k,03-2023
40,41,,,hhkmhhjm,"3,175",Bộ quà + thẻ 50k,03-2023
41,42,,,hungbui52718,"2,930",Bộ quà + thẻ 50k,03-2023
42,43,,,anhthuminhthu04,"2,000",Bộ quà + thẻ 50k,03-2023
43,44,,,trangnguyen8451,"1,960",Bộ quà + thẻ 50k,03-2023
44,45,,,chibana,"1,535",Bộ quà + thẻ 50k,03-2023
45,46,,,Historians,"2,785",Bộ quà + thẻ 50k,03-2023
46,47,,,DatVuMinh236,"1,485",Bộ quà + thẻ 50k,03-2023
47,48,,,Doraemillk323,"1,485",Bộ quà + thẻ 50k,03-2023
48,49,,,hoanganhnguyen09302,"3,555",Bộ quà + thẻ 50k,03-2023
49,50,,,Daoanhviet96,"1,920",Bộ quà + thẻ 50k,03-2023
50,51,,,shamsiel,"1,235",Bộ quà + thẻ 50k,03-2023
51,52,,,babyboyyy,"2,015",Bộ quà + thẻ 50k,03-2023
52,53,,,CucCukday,"1,820",Bộ quà + thẻ 50k,03-2023
53,54,,,JuuOvO,"1,440",Bộ quà + thẻ 50k,03-2023
54,55,,,NaeOvO,"1,426",Bộ quà + thẻ 50k,03-2023
55,56,,,QuangHuy925,"1,245",Bộ quà + thẻ 50k,03-2023
56,57,,,lebao31,"2,200",Bộ quà + thẻ 50k,03-2023
57,-,,,,,,03-2023
58,58,,,abcxzy,"18,695",Thẻ 50k + chứng nhận,03-2023
59,59,,,Fiammetta,"4,995",Bộ quà + thẻ 50k,03-2023
60,60,,,BadMood,"2,970",Bộ quà + thẻ 50k,03-2023
61,61,,,haylocactinhyeu,"2,895",Bộ quà + thẻ 50k,03-2023
62,62,,,ChieyewCucCuk,"2,680",Bộ quà + thẻ 50k,03-2023
63,63,,,Yau2k9,"2,605",Bộ quà + thẻ 50k,03-2023
64,64,,,Pngann,"2,560",Bộ quà + thẻ 50k,03-2023
65,65,,,nguyenthuy1810,"2,373",Bộ quà + thẻ 50k,03-2023
66,66,,,nguyenngan4028,"2,296",Bộ quà + thẻ 50k,03-2023
67,67,,,MaidettiniOwO,"2,175",Bộ quà + thẻ 50k,03-2023
68,68,,,Ativity,"2,030",Bộ quà + thẻ 50k,03-2023
69,69,,,Phuongfriendly,"4,866",Bộ quà + thẻ 100k + chứng nhận,03-2023
70,70,,,yagamiakira,"3,261",Bộ quà + thẻ 50k,03-2023
71,71,,,lamngocanh8061,"2,911",Bộ quà + thẻ 50k,03-2023
72,72,,,Hellotamday,"2,720",Bộ quà + thẻ 50k,03-2023
73,73,,,andybao2007,"2,626",Bộ quà + thẻ 50k,03-2023
74,74,,,Congchuahoahong,"1,882",Bộ quà + thẻ 50k,03-2023
75,75,,,QuangUwU,"1,837",Bộ quà + thẻ 50k,03-2023
76,76,,,KhanhHuyen3103,"1,819",Bộ quà + thẻ 50k,03-2023
77,77,,,kieuyen826,"1,819",Bộ quà + thẻ 50k,03-2023
78,78,,,baotienayunpa,"1,688",Bộ quà + thẻ 50k,03-2023
79,79,,,DnggAnn,"1,667",Bộ quà + thẻ 50k,03-2023
80,80,,,anhnguyenngoc823,"1,519",Bộ quà + thẻ 50k,03-2023
81,81,,,buicovenduong,"1,377",Bộ quà + thẻ 50k,03-2023
82,82,,,pchi0802,"1,325",Bộ quà + thẻ 50k,03-2023
83,83,,,vuongthanhy07,"1,263",Bộ quà + thẻ 50k,03-2023
84,84,,,angnguyen779,"1,228",Bộ quà + thẻ 50k,03-2023
85,85,,,tuituy,"1,213",Bộ quà + thẻ 50k,03-2023
86,86,,,Tsuyuri,"1,191",Bộ quà + thẻ 50k,03-2023
87,87,,,Iruma0301,"1,150",Bộ quà + thẻ 50k,03-2023
88,88,,,tuandung269,"1,059",Bộ quà + thẻ 50k,03-2023
